mdl_name,expDate,temp_window,batch_size,epochs,chan1_n,filt1_size,filt1_3rdDim,chan2_n,filt2_size,filt2_3rdDim,chan3_n,filt3_size,filt3_3rdDim,BatchNorm,MaxPool,c_trial,FEV_train,FEV_val
A_CNN_DENSE,obj_source,100,10000,100,100,1,0,200,1,0,0,0,0,1,0,1,nan,nan
